,Description,Division,EndTime,Location,OBJECTID,Recurrence,StartTime,Title,created_date,created_user,last_edited_date,last_edited_user,Simple Location,Latitude,Longitude
63,<div></div>,University City Division,2014-10-03T12:00:00.000Z,"Bradford Prep, 2502 Salome Church Rd",116,false,2014-10-03T09:00:00.000Z,Kids Event,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2502+salome+church+rd,+Charlotte,+NC",35.34508,-80.7192527
64,<div></div>,University City Division,2014-10-07T11:30:00.000Z,"Mallard Creek Presby Church, 1600 West Mallard Creek Church Rd)",117,false,2014-10-07T10:00:00.000Z,Kids Event,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1600+west+mallard+creek+church+rd,+Charlotte,+NC",35.3346559,-80.74963249999999
65,<div></div>,University City Division,2014-10-14T19:30:00.000Z,"Cross Point Worship Center, 9116 University City Bv",118,false,2014-10-14T18:30:00.000Z,College Downs Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9116+university+city+bv,+Charlotte,+NC",35.301348,-80.7299736
66,,Metro Division,2098-09-03T13:00:00.000Z,(Hope Haven Inc) 3815 N.Tryon St,120,TRUE,2015-07-01T12:00:00.000Z,Northend Business Partners Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"3815+n.tryon+st,+Charlotte,+NC",35.2554939,-80.80041399999999
67,"(Metro Contacts) Officer Blackwood -pblackwood@cmpd.org
Officer McTigue -gmctigue@cmpd.org",Metro Division,2098-09-08T20:00:00.000Z,(Jesus Christ Gospel Church) 210 Plymouth Ave ,121,TRUE,2015-07-13T19:00:00.000Z,Lockwood Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"210+plymouth+ave,+Charlotte,+NC",35.240496,-80.827962
68,,Metro Division,2098-09-15T10:00:00.000Z,(Harvest Center) 1800 Brewton Dr,122,TRUE,2015-07-20T10:00:00.000Z,Genesis Park Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1800+brewton+dr,+Charlotte,+NC",35.248101,-80.8420835
69,<div>*Meeting open to Eastover residents only* </div>,Providence Division,2014-11-25T19:30:00.000Z,Westminster Presbyterian Church - 101 Colville Rd ,123,true,2014-11-25T18:30:00.000Z,Deleted: Eastover Neighborhood Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"101+colville+rd,+Charlotte,+NC",35.2035205,-80.8180982
70,<div>*Meeting open to Eastover residents only* </div>,Providence Division,2014-12-23T19:30:00.000Z,Westminster Presbyterian Church - 101 Colville Rd ,124,true,2014-12-23T18:30:00.000Z,Deleted: Eastover Neighborhood Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"101+colville+rd,+Charlotte,+NC",35.2035205,-80.8180982
71,<div></div>,Providence Division,2014-12-01T19:30:00.000Z,400 Cherokee Road,125,false,2014-12-01T18:30:00.000Z,Eastover Homeowners Associtation,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"400+cherokee+road,+Charlotte,+NC",35.1980723,-80.82119120000002
72,<div></div>,University City Division,2014-11-01T12:00:00.000Z,9704 Mallard Creek Rd,126,false,2014-11-01T11:00:00.000Z,Piedmont Progressive Pre-School Hands On Vehicle Event,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9704+mallard+creek+rd,+Charlotte,+NC",35.3337684,-80.7724032
73,<div></div>,University City Division,2014-11-07T10:00:00.000Z,10101 Claude Freeman Dr,127,false,2014-11-07T09:00:00.000Z,Cambridge Business Center Active Shooter Training,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"10101+claude+freeman+dr,+Charlotte,+NC",35.3358929,-80.7607589
74,<div></div>,University City Division,2014-11-13T17:30:00.000Z,3705 Prosperity Church Rd,128,false,2014-11-13T16:00:00.000Z,Prosperity Creek Apartments Safety Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"3705+prosperity+church+rd,+Charlotte,+NC",35.3482284,-80.77586579999999
75,<div></div>,University City Division,2014-11-20T07:30:00.000Z,1816 East Arbors Dr,129,false,2014-11-20T06:00:00.000Z,University Run For Your Life - Safety Talk,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1816+east+arbors+dr,+Charlotte,+NC",35.3366436,-80.754391
76,<div></div>,University City Division,2014-12-11T20:30:00.000Z,6001 Bennettsville Lane,131,false,2014-12-11T19:00:00.000Z,Landmark at Mallard Creek Safety Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"6001+bennettsville+lane,+Charlotte,+NC",35.3026163,-80.7986291
77,<div></div>,University City Division,2014-12-17T20:30:00.000Z,3700 Prosperity Church Rd,132,false,2014-12-17T19:30:00.000Z,Kids Club Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"3700+prosperity+church+rd,+Charlotte,+NC",35.3486834,-80.77348529999999
78,<div></div>,University City Division,2014-12-02T19:30:00.000Z,14901 Mallard Creek Road,134,false,2014-12-02T18:30:00.000Z,Withrow Downs Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"14901+mallard+creek+road,+Charlotte,+NC",35.353145,-80.7138949
79,<div></div>,University City Division,2015-01-15T20:00:00.000Z,3001 Morehead Rd,136,false,2015-01-15T19:00:00.000Z,The Settlements HOA Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"3001+morehead+rd,+Charlotte,+NC",35.353145,-80.7138949
80,<div></div>,University City Division,2015-01-19T20:00:00.000Z,9116 University City Bv,137,false,2015-01-19T19:00:00.000Z,College Downs Community Association Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9116+university+city+bv,+Charlotte,+NC",35.301348,-80.7299736
81,Contact Officer Cumberworth 704-336-3014,South Division,2016-10-19T20:00:00.000Z,9009 Bryant Farms Rd,141,FALSE,2016-10-19T19:00:00.000Z,White Oak HOA,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9009+bryant+farms+rd,+Charlotte,+NC",35.04612,-80.823302
82,<div></div>,Westover Division,2015-02-05T20:00:00.000Z,"Amay James Recreation Center, 2425 Lester Street",142,false,2015-02-05T18:00:00.000Z,Lives Matter West Boulevard Community Forum,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2425+lester+street,+Charlotte,+NC",35.2027902,-80.9017185
83,<div>Contact Officer James Russell 704-544-4835</div>,South Division,2015-01-22T20:00:00.000Z,8600 Raintree Ln. Raintree Country Club,147,false,2015-01-22T19:00:00.000Z,Raintree Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8600+raintree+ln,+Charlotte,+NC",35.086656,-80.78721999999999
84,<div>contact Officer James Russell 704-544-4835</div>,South Division,2015-01-28T19:30:00.000Z,8110 Providence Court ,148,false,2015-01-28T18:30:00.000Z,Providence Court Apartments Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8110+providence+court+,+Charlotte,+NC",35.1088346,-80.76559999999999
85,<div>Contact Officer Beth Jackson 704-544-4835</div>,South Division,2015-02-08T17:00:00.000Z,5213 McAlpine Overlook Court,149,false,2015-02-08T16:00:00.000Z,McAlpine Forest Neighborhood Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5213+mcalpine+overlook+court,+Charlotte,+NC",35.1187681,-80.8103976
86,<div>contact Officer Beth Jackson 704-544-4835</div>,South Division,2015-02-08T17:00:00.000Z,4735 Carmel Country Club ,150,false,2015-02-08T16:00:00.000Z,Montibello neighborood Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4735+carmel+country+club+,+Charlotte,+NC",35.1049331,-80.8246716
87,<div>Contact Officer Beth Jackson 704-544-4835</div>,South Division,2015-02-02T20:00:00.000Z,2520 Huntingtowne Farms Ln,151,false,2015-02-02T19:00:00.000Z,Huntingtowne Farms Neighborhood Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2520+huntingtowne+farms+ln,+Charlotte,+NC",35.1328044,-80.8600057
88,<div></div>,University City Division,2015-02-18T19:00:00.000Z,1721 Thomas Combs Dr,152,false,2015-02-18T18:00:00.000Z,Community Meeting @ Millennium One,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"1721+thomas+combs+dr,+Charlotte,+NC",35.3125163,-80.7163818
89,<div></div>,University City Division,2015-02-04T20:00:00.000Z,3700 Prosperity Church Rd,153,false,2015-02-04T19:30:00.000Z,Kids Club Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"3700+prosperity+church+rd,+Charlotte,+NC",35.3486834,-80.77348529999999
90,<div></div>,University City Division,2015-02-05T13:00:00.000Z,8401 Medical Plaza Drive,154,false,2015-02-05T12:00:00.000Z,Business Safety Survey,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8401+medical+plaza+drive,+Charlotte,+NC",35.3190003,-80.77660159999999
91,<div></div>,University City Division,2015-02-07T11:00:00.000Z,4712 Boomerang Way,155,false,2015-02-07T10:00:00.000Z,Village of Prosperity HOA Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4712+boomerang+way,+Charlotte,+NC",35.37407,-80.77843
92,<div></div>,University City Division,2015-02-10T11:30:00.000Z,8401 University Executive Park Drive,156,false,2015-02-10T10:30:00.000Z,Rental Property Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8401+university+executive+park+drive,+Charlotte,+NC",35.3033429,-80.7542651
93,<div></div>,University City Division,2015-02-17T20:00:00.000Z,3700 Prosperity Church Rd,157,false,2015-02-17T19:00:00.000Z,Winchester HOA Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"3700+prosperity+church+rd,+Charlotte,+NC",35.3486834,-80.77348529999999
94,HOA and Neighborhood Watch Meeting,Providence Division,2015-02-26T20:00:00.000Z,Selwyn ES- 2840 Colony Road,159,false,2015-02-26T19:00:00.000Z,Barclay Downs HOA Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2840+colony+road,+Charlotte,+NC",35.1675874,-80.8303826
95,<div>Contact Det. Steve Whitesel 704-544-4835</div>,South Division,2098-04-24T19:00:00.000Z,South Division Team Office- 8050 Corporate Center Drive,161,true,2015-02-26T18:00:00.000Z,Char-Meck Court Watch,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8050+corporate+center+drive,+Charlotte,+NC",35.0862004,-80.85641700000001
96,<div>Contact Det. Steve Whitesel 704-544-4835</div>,South Division,2098-05-08T19:00:00.000Z,South Division Team Office- 8050 Corporate Center Drive,162,true,2015-03-12T18:00:00.000Z,Char-Meck Court Watch,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8050+corporate+center+drive,+Charlotte,+NC",35.0862004,-80.85641700000001
97,<div></div>,University City Division,2015-02-25T19:00:00.000Z,17701 Halton Park Drive ,163,false,2015-02-25T18:00:00.000Z,Halton Park Safety Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"17701+halton+park+drive,+Charlotte,+NC",35.313633,-80.70536299999999
98,<div>Contact Officer Mike Smith 704-544-4835</div>,South Division,2015-03-02T19:30:00.000Z,South Regional Library 5801 Rea Road,165,false,2015-03-02T18:30:00.000Z,Stallworth Community Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5801+rea+road,+Charlotte,+NC",35.0865451,-80.8115699
99,<div>Contact Officer Mike Smith 704-544-4835 </div>,South Division,2015-03-12T20:30:00.000Z,Quail Hollow Presbyterian Church  8801 Park Road,166,false,2015-03-12T19:30:00.000Z,Heydon Hall HOA Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8801+park+road,+Charlotte,+NC",35.111593,-80.85645699999999
100,<div>Morrison Regional Library</div>,Providence Division,2015-02-19T19:30:00.000Z,7015 Morrison Boulevard,169,false,2015-02-19T18:30:00.000Z,King William Condo Assoc. Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"7015+morrison+boulevard,+Charlotte,+NC",35.1516718,-80.8228566
101,"<div>Dinner also served</div>
<div>Donna Nuner 704-969-5480<br /></div>",South Division,2015-03-19T20:00:00.000Z,4100 Pineville-Matthews Rd (CedarWood Country Club),170,false,2015-03-19T18:30:00.000Z,Women's Club Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4100+pineville-matthews+rd,+Charlotte,+NC",35.0942647,-80.7953405
102,"<div>Kelly Bradshaw</div>
<div>HOA meeting<br /></div>
<div>contact Officer James Russell 704-544-4835 </div>",South Division,2015-03-10T19:30:00.000Z,8300 Providence Road-- Messiah Lutheran Church,171,false,2015-03-10T18:30:00.000Z,Providence Heights HOA,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8300+providence+road,+Charlotte,+NC",35.094208,-80.777564
103,<div>Contact Officer James Russell 704-544-4835</div>,South Division,2015-04-22T10:30:00.000Z,5801 Pineville-Matthews Rd- Calvary Church ,174,true,2015-04-21T09:30:00.000Z,Calvary Church Kids Event (over 500 kids),2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5801+pineville-matthews+rd,+Charlotte,+NC",35.08526980000001,-80.8155944
104,<div></div>,University City Division,2015-04-02T19:30:00.000Z,2002 Laysan Teal Lane,181,false,2015-04-02T18:30:00.000Z,"Hunt Club Apts, Mallard Glen Apts, Mallard Glen Townhomes and Hyde Park Condos",2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2002+laysan+teal+lane,+Charlotte,+NC",35.331122,-80.737475
105,<div></div>,University City Division,2015-03-31T14:30:00.000Z,707 Sanctuary Place,182,false,2015-03-31T12:00:00.000Z,Arcadia Grand Opening Event,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"707+sanctuary+place,+Charlotte,+NC",35.2893179,-80.7543517
106,<div></div>,University City Division,2015-04-13T20:30:00.000Z,9116 University City Bv,183,false,2015-04-13T19:00:00.000Z,College Downs,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"9116+university+city+bv,+Charlotte,+NC",35.301348,-80.7299736
107,<div>Contact Officer James Russell 704-544-4835 </div>,South Division,2015-05-11T08:30:00.000Z,Providence Springs Elementary-10045 Providence Church Lane,194,false,2015-05-11T07:30:00.000Z,Kids Meeting for Police Week,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"10045+providence+church+lane,+Charlotte,+NC",35.0727509,-80.769857
108,<div></div>,Providence Division,2098-06-02T20:00:00.000Z,3100 Leroy St,195,true,2015-04-06T19:00:00.000Z,Grier Heights Community Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"3100+leroy+st,+Charlotte,+NC",35.196376,-80.808301
109,<div>Church staff would like CMPD&nbsp;to speak with disadvantaged kids from local&nbsp;neighborhoods&nbsp;(7-17 yoa) about doing the right thing and achieving their goals. Independence B3. </div>,Independence Division,2015-05-27T20:00:00.000Z,7841 Idlewild Rd,202,false,2015-05-27T18:15:00.000Z,New Hope Baptist Church meet with the Kids,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"7841+idlewild+rd,+Charlotte,+NC",35.1871409,-80.731054
110,"<div>Steele Creek Division <br />Response Area 2<br />Officer Cruz - <a href=""mailto:acruz@cmpd.org"">acruz@cmpd.org</a><br />Officer Pressley - <a href=""mailto:gpressley@cmpd.org"">gpressley@cmpd.org</a><br />704-336-8549</div>",Steele Creek Division,2015-06-23T20:00:00.000Z,501 West Arrowood Road - Silver Mount Baptist Church ,206,true,2015-06-23T19:00:00.000Z,Deleted: British Woods Community Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"501+west+arrowood+road,+Charlotte,+NC",35.133027,-80.89835099999999
111,<div>Contact Officer Beth Jackson 704-544-4835 </div>,South Division,2015-06-29T20:00:00.000Z,"5201 Sharon Rd- Sharon Presbyterian,Charles Little Building",207,false,2015-06-29T18:30:00.000Z,Chalcombe Court Community Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"5201+sharon+rd,+Charlotte,+NC",35.1407192,-80.8338757
112,"<div>This meeting occurs each even number month <strong><font color=""#ff0000"">EXCEPT August and December.&nbsp;</font> Contact Freedom Division for confirmation 24 hours prior to meeting at 704-432-6795.</strong></div>
<div>&nbsp;</div>
<div>Neighborhood and community and business leaders from across all three Freedom Division response areas come together&nbsp; to discuss current trends and future work plans for the division.&nbsp; CMPD asks for input on identifying trouble locations and/or people.&nbsp; CMPD provides information on recent arrests and high profile incidents</div>",Freedom Division,2016-12-21T20:00:00.000Z,West Service Center 4150 Wilkinson Bv,208,true,2015-06-17T19:00:00.000Z,Freedom Division Advisory Council,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4150+wilkinson+bv,+Charlotte,+NC",35.2262822,-80.9083732
113,"<div>This meeting occurs each even number month <strong><font color=""#ff0000"">EXCEPT August and December.&nbsp;</font> Contact Freedom Division for confirmation 24 hours prior to meeting at 704-432-6795.</strong></div>
<div>&nbsp;</div>
<div>Neighborhood and community and business leaders from across all three Freedom Division response areas come together&nbsp; to discuss current trends and future work plans for the division.&nbsp; CMPD asks for input on identifying trouble locations and/or people.&nbsp; CMPD provides information on recent arrests and high profile incidents</div>",Freedom Division,2015-08-19T20:00:00.000Z,West Service Center 4150 Wilkinson Bv,209,true,2015-08-19T19:00:00.000Z,Deleted: Freedom Division Advisory Council,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"4150+wilkinson+bv,+Charlotte,+NC",35.2262822,-80.9083732
114,"<div>monthly meeting</div>
<div>Contacts - Officer Hudson - <a href=""mailto:dhudson1@cmpd.org"">dhudson1@cmpd.org</a></div>
<div>Officer Monroe - <a href=""mailto:lmonroe1@cmpd.org"">lmonroe1@cmpd.org</a></div>
<div>&nbsp;</div>",Metro Division,2098-08-19T19:30:00.000Z,West Charlotte Rec Center 2401 Kendall Dr.,210,true,2015-06-15T18:00:00.000Z,University Park Neighborhood Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2401+kendall+dr,+Charlotte,+NC",35.2683845,-80.85736820000001
115,"<div>monthly neighborhood meeting</div>
<div>Contacts - Officer Hudson - <a href=""mailto:dhudson1@cmpd.org"">dhudson1@cmpd.org</a></div>
<div>Officer Monroe - <a href=""mailto:lmonroe1@cmpd.org"">lmonroe1@cmpd.org</a></div>
<div>&nbsp;</div>",Metro Division,2098-08-28T20:30:00.000Z,The LaSalle at Lincoln Heights 2120 LaSalle St,211,true,2015-06-25T19:00:00.000Z,Lincoln Heights Neighborhood Meeting,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"2120+lasalle+st,+Charlotte,+NC",35.2635646,-80.8524888
116,<div></div>,Metro Division,2015-06-20T18:00:00.000Z,200 French St. (5 Points Park),212,false,2015-06-20T15:00:00.000Z,Biddelville/Smallwood Neighborhood Cookout,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"200+french+st,+Charlotte,+NC",35.2468729,-80.85678
117,<div>Apartment management sponsoring a kids fun day. CMPD and CFD will be on hand with static displays. </div>,Independence Division,2015-06-27T13:00:00.000Z,10510 Waterford Creek Ln,213,false,2015-06-27T11:00:00.000Z,Waterford Creek Kids Appreciation Day,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"10510+waterford+creek+ln,+Charlotte,+NC",35.179584,-80.735804
118,<div>Neighborhood Watch Meeting</div>,Hickory Grove Division,2015-07-16T20:00:00.000Z,8501 Cambridge Commons Drive,214,false,2015-07-16T19:00:00.000Z,Cambridge Commons Community,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"8501+cambridge+commons+drive,+Charlotte,+NC",35.2520636,-80.6636654
119,<div>*Meeting open to Eastover residents only* </div>,Providence Division,2015-06-23T19:30:00.000Z,Westminster Presbyterian Church - 101 Colville Rd ,216,true,2015-06-23T18:30:00.000Z,*CANCELED* Eastover Neighborhood Meeting ,2018-04-06T09:02:31.925Z,CharlotteNC,2018-04-06T09:02:31.925Z,CharlotteNC,"101+colville+rd,+Charlotte,+NC",35.2035205,-80.8180982
